C.1 	  C.2         	C.3       	C.4	  C.5         	 C.6     	C.7	 C.8     	  C.9         	C.10      	  C.11        	  C.12        	C.13              	C.14	C.15	C.16	C.17	C.18	C.19	C.20	C.21	C.22	C.23	C.24	C.25	C.26	C.27	C.28	C.29	C.30	C.31	C.32	C.33	C.34	C.35	C.36	C.37	C.38	C.39	C.40
960	  4028.04544	1.9930E-25	3	  4028.04309	 0.00056	2	-0.00235	  4028.07310	2.6175E-25	  1728.03840	  5756.11150	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	2	3	6	187	0	0	0	0	0	0	0	1	13	4	3	3	7
961	  4028.08506	6.3566E-25	3	  4028.08493	 0.00013	3	-0.00013	  4027.91145	7.3115E-25	  1658.06560	  5685.97710	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	4	3	5	92	0	0	0	0	0	0	0	1	13	6	2	2	3
962	  4028.26660	1.2839E-24	3																																				
963	  4028.29026	1.6825E-24	3	  4028.29039	 0.00020	7	 0.00013	  4028.15617	1.6721E-24	   551.32010	  4579.47630	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	6	1	6	6	87	0	0	0	0	0	0	1	5	7	1	6	3	5
964	  4028.42975	4.2797E-25	3																																				
965	  4028.55868	9.7249E-24	3	  4028.55865	 0.00003	3	-0.00003	  4028.64217	1.0125E-23	  1007.80540	  5036.44760	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	10	8	3	2	62	0	0	0	0	0	0	0	1	11	9	5	5	1
966	  4028.57980	1.3636E-24	3	  4028.57948	 0.00026	5	-0.00032	  4028.50078	1.0797E-24	   856.17640	  4884.67720	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	8	2	3	2	55	0	0	0	0	0	0	0	1	9	3	5	5	3
967	  4028.58850	2.1692E-24	3	  4028.58850	          	1	 0.00000	  4028.55328	2.0988E-24	  1440.61420	  5469.16740	1001_01_aE"<-0100	1	1	0	0	1	0	1	1	6	8	7	6	3	164	0	1	0	0	0	0	1	5	8	8	3	6	7
968	  4028.66542	1.1350E-24	3	  4028.66565	 0.00022	3	 0.00023	  4028.40964	1.4073E-24	  2209.82820	  6238.23780	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	10	2	3	2	141	0	1	0	0	0	0	0	1	11	3	5	5	6
969	  4028.69960	2.0349E-25	3	  4028.69939	 0.00017	6	-0.00021	  4028.44477	3.5894E-25	   995.26290	  5023.70770	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	3	4	6	130	0	0	0	0	0	0	1	5	10	5	6	3	4
970	  4028.79946	3.0672E-24	3	  4028.79886	 0.00019	3	-0.00060	  4028.86697	3.0552E-24	  1069.76760	  5098.63460	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	10	7	6	6	135	0	0	0	0	0	0	0	1	11	8	3	3	3
971	  4028.82492	8.4335E-25	3	  4028.82492	          	1	 0.00000	  4028.76749	9.6552E-25	  1318.35190	  5347.11940	0011_11_aE"<-0100	1	0	0	1	1	1	1	1	6	5	1	6	2	74	0	1	0	0	0	0	0	1	6	3	5	5	5
972	  4028.88948	5.0349E-25	3	  4028.89030	 0.00005	3	 0.00082	  4028.67647	2.0049E-25	  2062.42150	  6091.09800	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	14	10	3	2	100	0	0	0	0	0	0	0	1	15	9	5	5	3
973	  4028.90170	1.1350E-24	3	  4028.90188	 0.00017	8	 0.00018	  4028.84661	9.8040E-25	   401.64830	  4430.49490	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	5	1	6	6	73	0	0	0	0	0	0	0	1	6	2	3	3	3
974	  4028.96672	9.5528E-24	3	  4028.96672	 0.00004	6	 0.00000	  4028.78040	9.6262E-24	   697.39450	  4726.17500	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	7	1	6	6	103	0	0	0	0	0	0	0	1	8	2	3	3	5
975	  4029.01823	1.8355E-23	3	  4029.01834	 0.00000	3	 0.00011	  4028.84939	1.8021E-23	   383.97720	  4412.82650	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	5	4	3	5	32	0	0	0	0	0	0	1	5	6	3	4	2	2
976	  4029.21638	2.5171E-23	3	  4029.21637	 0.00004	6	-0.00001	  4029.20700	2.5142E-23	   294.63050	  4323.83750	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	4	1	6	6	58	0	0	0	0	0	0	1	5	5	1	6	3	4
977	  4029.36380	1.0762E-24	3	  4029.36403	 0.00006	5	 0.00023	  4028.96522	9.3888E-25	  1658.41240	  5687.37760	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	12	6	2	2	87	0	0	0	0	0	0	1	5	13	6	1	5	3
978	  4029.41592	4.1763E-23	3	  4029.41591	 0.00002	2	-0.00001	  4029.27065	4.2102E-23	  1106.16840	  5135.43900	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	4	4	3	3	98	0	1	0	0	0	0	1	5	4	4	3	6	4
979	  4029.59394	5.8321E-25	3	  4029.59449	 0.00024	2	 0.00055	  4029.34092	5.7848E-25	  1382.25770	  5411.59860	0202_02_aE"<-0100	1	0	2	0	2	0	2	1	6	5	1	6	2	79	0	1	0	0	0	0	1	5	6	0	1	5	6
980	  4029.63237	7.0699E-25	3	  4029.63319	 0.00156	4	 0.00082	  4029.52756	8.1396E-25	  1295.53600	  5325.06350	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	10	0	1	6	157	0	0	0	0	0	0	1	5	11	1	6	3	8
981	  4029.68848	1.9591E-23	3	  4029.69008	 0.00008	3	 0.00160	  4029.66281	3.8050E-23	   422.45620	  4452.11900	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	6	6	1	5	44	0	0	0	0	0	0	0	1	7	6	2	2	1
982	  4029.75179	7.0699E-25	3																																				
983	  4029.80628	9.4824E-25	3																																				
984	  4030.04219	3.6922E-25	3	  4030.04105	 0.00071	2	-0.00114	  4029.90350	4.1641E-25	  1255.43020	  5285.33370	0011_11_aA2"<-0100	1	0	0	1	1	1	1	1	5	5	5	6	3	126	0	1	0	0	0	0	0	1	6	5	6	6	5
985	  4030.06161	1.7895E-24	3	  4030.06180	 0.00003	3	 0.00019	  4029.79856	2.0013E-24	  1826.18940	  5855.98790	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	8	2	3	3	235	0	1	0	0	0	0	0	1	9	1	6	6	11
986	  4030.09571	3.2185E-24	3	  4030.09560	 0.00003	2	-0.00011	  4029.81534	2.8372E-24	   532.89160	  4562.70700	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	8	8	3	3	97	0	0	0	0	0	0	0	1	8	7	6	6	2
987	  4030.09572	1.1015E-24	3	  4030.09795	 0.00043	3	 0.00223	  4030.09980	9.7181E-25	   521.62170	  4551.72150	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	7	3	4	2	50	0	0	0	0	0	0	0	1	7	3	5	5	2
988	  4030.13586	3.9860E-25	3																																				
989	  4030.18436	5.3076E-25	3	  4030.18443	 0.00012	7	 0.00007	  4030.13677	5.8146E-25	  1070.35220	  5100.48890	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	9	3	4	3	137	0	0	0	0	0	0	1	5	10	2	3	6	6
990	  4030.21158	4.1118E-25	3																																				
991	  4030.42114	3.9860E-25	3																																				
992	  4030.50226	5.6101E-24	3	  4030.50229	 0.00008	8	 0.00003	  4030.45393	5.8191E-24	   679.28700	  4709.74090	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	7	6	2	2	54	0	0	0	0	0	0	0	1	8	3	5	5	2
993	  4030.68830	3.3776E-25	3																																				
994	  4030.75604	2.9160E-25	3																																				
995	  4030.87355	7.6947E-23	3	  4030.87276	 0.00002	3	-0.00079	  4030.73916	7.8306E-23	  1053.20520	  5083.94440	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	3	3	5	5	36	0	1	0	0	0	0	1	5	3	3	4	2	4
996	  4030.90560	5.0079E-24	3	  4030.90623	 0.00029	6	 0.00063	  4030.97334	5.3641E-24	   955.10290	  4986.07620	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	5	6	5	60	0	0	0	0	0	0	0	1	10	6	2	2	2
997	  4030.93270	9.3146E-25	3	  4030.92879	 0.00109	3	-0.00391	  4030.70008	1.0989E-24	  2023.42550	  6054.12560	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	9	0	2	3	264	0	1	0	0	0	0	0	1	10	1	6	6	13
998	  4030.94627	1.1077E-24	3																																				
999	  4030.96892	1.6532E-24	3	  4030.96895	 0.00002	3	 0.00003	  4030.83436	1.9282E-24	  1053.11000	  5083.94440	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	3	3	5	5	36	0	1	0	0	0	0	0	1	3	0	2	2	3
1000	  4031.06006	2.1623E-23	3	  4031.06005	 0.00001	2	-0.00001	  4030.91885	2.2213E-23	  1387.04150	  5417.96040	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	7	6	2	2	85	0	1	0	0	0	0	1	5	7	6	1	5	3
1001	  4031.11185	2.5594E-25	3																																				
1002	  4031.17574	1.3439E-23	3	  4031.17574	          	1	 0.00000	  4031.32819	2.4370E-23	   720.17630	  4751.50450	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	9	4	6	110	0	0	0	0	0	0	0	1	10	10	3	3	1
1003	  4031.19941	8.5540E-24	3	  4031.19995	 0.00021	5	 0.00054	  4031.05332	8.9961E-24	   540.42130	  4571.47460	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	6	3	4	3	87	0	0	0	0	0	0	1	5	7	2	3	6	4
1004	  4031.20590	2.5825E-24	3	  4031.20621	 0.00022	5	 0.00031	  4030.88563	2.0289E-24	  1052.10190	  5082.98760	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	2	3	2	73	0	0	0	0	0	0	0	1	10	3	5	5	3
1005	  4031.28034	4.1309E-24	3	  4031.28040	 0.00015	2	 0.00006	  4031.17044	4.2845E-24	  1496.43750	  5527.60800	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	8	7	6	6	173	0	1	0	0	0	0	1	5	8	7	6	3	8
1006	  4031.31237	3.3566E-25	3	  4031.31346	 0.00016	3	 0.00109	  4030.96002	4.7240E-25	  2344.79240	  6375.75240	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	11	5	6	5	152	0	1	0	0	0	0	0	1	12	6	2	2	7
1007	  4031.55640	1.9881E-23	3	  4031.55639	 0.00010	8	-0.00001	  4031.48268	2.0595E-23	   679.28700	  4710.76960	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	7	3	4	2	55	0	0	0	0	0	0	0	1	8	3	5	5	2
1008	  4031.81038	1.0741E-24	3	  4031.81038	          	1	 0.00000	  4031.79983	1.3025E-24	  1925.44600	  5957.24580	0011_11_aE"<-0100	1	0	0	1	1	1	1	1	6	11	10	3	5	106	0	1	0	0	0	0	0	1	12	12	2	2	5
1009	  4031.85620	3.0691E-23	3	  4031.85618	 0.00003	2	-0.00002	  4031.73086	3.1185E-23	  1012.53300	  5044.26380	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	2	2	3	3	57	0	1	0	0	0	0	1	5	2	2	3	6	4
1010	  4031.92514	8.8950E-25	3	  4031.92518	 0.00004	3	 0.00004	  4031.92965	1.0750E-24	   758.38290	  4790.31260	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	9	6	1	5	54	0	0	0	0	0	0	0	1	9	6	2	2	2
1011	  4031.98512	1.8600E-23	3	  4031.98506	 0.00010	2	-0.00006	  4031.82787	1.6768E-23	  1289.85860	  5321.68650	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	6	5	6	6	139	0	1	0	0	0	0	1	5	6	5	6	3	5
1012	  4031.99309	1.2467E-24	3	  4031.99018	 0.00053	7	-0.00291	  4031.94184	1.3564E-24	   884.91320	  4916.85510	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	8	3	5	3	122	0	0	0	0	0	0	0	1	9	1	6	6	6
1013	  4031.99310	1.3933E-24	3	  4031.99539	 0.00013	3	 0.00229	  4031.96019	1.5236E-24	  1430.90520	  5462.86540	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	6	5	6	6	163	0	1	0	0	0	0	0	1	7	4	3	3	8
1014	  4032.10398	4.5734E-25	3																																				
1015	  4032.29617	3.3431E-25	3	  4032.29308	 0.00021	5	-0.00309	  4032.04227	4.7557E-25	   955.64660	  4987.68880	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	4	3	2	67	0	0	0	0	0	0	1	5	10	6	1	5	2
1016	  4032.29618	3.2869E-25	3	  4032.29737	 0.00029	2	 0.00119	  4031.92469	4.6758E-25	  1728.32960	  5760.25430	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	12	4	3	3	190	0	0	0	0	0	0	1	5	13	4	3	6	7
1017	  4032.31780	1.5337E-23	3	  4032.31769	 0.00014	2	-0.00011	  4032.19857	1.6160E-23	   984.17020	  5016.36880	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	1	1	6	6	35	0	1	0	0	0	0	1	5	1	1	6	3	2
1018	  4032.34349	2.1315E-24	3	  4032.34349	          	1	 0.00000	  4032.14476	1.8328E-24	  1233.53460	  5265.67940	0401_01_sE'<-0100	1	0	4	0	1	0	1	0	3	4	1	6	5	62	0	1	0	0	0	0	0	1	5	0	2	2	4
1019	  4032.69666	1.3720E-24	3	  4032.69632	 0.00031	5	-0.00034	  4032.46379	6.1271E-25	   831.45500	  4863.91880	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	8	2	3	3	117	0	0	0	0	0	0	1	5	9	4	3	6	4
1020	  4032.70815	1.3217E-24	3	  4032.70780	 0.00028	5	-0.00035	  4032.54564	1.2807E-24	  1027.07420	  5059.61980	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	3	5	6	133	0	0	0	0	0	0	0	1	10	4	3	3	5
1021	  4032.89997	1.9469E-24	3	  4032.89876	 0.00030	2	-0.00121	  4032.48093	9.4966E-25	  1752.62860	  5785.10950	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	12	3	5	5	102	0	0	0	0	0	0	1	5	13	3	4	2	4
1022	  4032.90838	5.7276E-24	3	  4032.90545	 0.00022	6	-0.00293	  4032.81847	3.4842E-24	   416.88810	  4449.70660	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	5	2	3	2	41	0	0	0	0	0	0	1	5	6	0	1	5	3
1023	  4032.97185	1.9847E-23	3	  4032.97178	 0.00006	3	-0.00007	  4032.82164	2.0276E-23	  1204.91450	  5237.73620	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	5	4	3	3	119	0	1	0	0	0	0	1	5	5	4	3	6	6
1024	  4033.12240	6.0419E-25	3	  4033.12261	 0.00006	2	 0.00021	  4033.07767	5.6618E-25	  1612.25180	  5645.32950	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	5	6	3	173	0	0	0	0	0	0	0	1	13	7	6	6	5
1025	  4033.18687	4.4475E-25	3	  4033.18687	          	1	 0.00000	  4033.18974	3.9456E-25	  1395.71270	  5428.90240	0011_11_aE"<-0100	1	0	0	1	1	1	1	1	6	6	3	4	3	159	0	1	0	0	0	0	0	1	7	5	6	6	7
1026	  4033.23924	9.2307E-25	3	  4033.23900	 0.00016	2	-0.00024	  4033.23896	8.1503E-25	   621.06410	  4654.30310	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	8	5	6	3	102	0	0	0	0	0	0	0	1	8	5	6	6	3
1027	  4033.40196	6.9844E-24	3	  4033.40204	 0.00013	5	 0.00008	  4033.27183	7.0181E-24	   708.74530	  4742.01710	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	7	2	3	6	105	0	0	0	0	0	0	1	5	8	1	6	3	6
1028	  4033.47468	3.0000E-25	3																																				
1029	  4033.65734	3.6465E-25	3	  4033.65749	 0.00015	3	 0.00015	  4033.43407	3.1935E-25	  1430.90520	  5464.33930	0202_00_aA2"<-0100	1	0	2	0	2	0	0	1	5	6	4	3	6	164	0	1	0	0	0	0	0	1	7	4	3	3	8
1030	  4033.65735	9.8535E-25	3	  4033.65735	          	1	 0.00000	  4033.44760	8.6248E-25	  1229.62000	  5263.06760	0011_11_aA2"<-0100	1	0	0	1	1	1	1	1	5	4	1	6	3	115	0	1	0	0	0	0	0	1	5	1	6	6	7
1031	  4033.67879	4.0217E-23	3	  4033.67873	 0.00004	4	-0.00006	  4033.53736	4.0889E-23	  1132.23110	  5165.76850	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	4	3	5	5	55	0	1	0	0	0	0	1	5	4	3	4	2	2
1032	  4033.69990	7.9392E-24	3	  4033.70068	 0.00006	3	 0.00078	  4033.57686	7.3103E-24	  1023.71170	  5057.28860	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	2	1	6	6	56	0	1	0	0	0	0	1	5	2	1	6	3	4
1033	  4033.73022	3.0839E-25	3																																				
1034	  4033.85777	1.6140E-23	3	  4033.85776	 0.00008	6	-0.00001	  4033.82588	1.6228E-23	   539.84500	  4573.67090	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	6	4	3	6	86	0	0	0	0	0	0	0	1	7	2	3	3	4
1035	  4033.88298	4.1647E-25	3	  4033.88234	 0.00054	4	-0.00064	  4033.87863	4.9439E-25	   401.64830	  4435.52690	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	6	2	3	6	77	0	0	0	0	0	0	0	1	6	2	3	3	3
1036	  4033.88299	2.9653E-25	3	  4033.88299	          	1	 0.00000	  4033.91140	3.5200E-25	  1582.47650	  5616.38790	0011_11_aE"<-0100	1	0	0	1	1	1	1	1	6	8	6	1	6	192	0	1	0	0	0	0	0	1	9	8	3	3	7
1037	  4033.93917	1.5471E-23	3	  4033.93916	 0.00002	3	-0.00001	  4033.80751	1.6027E-23	  1071.82560	  5105.63310	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	3	2	3	3	77	0	1	0	0	0	0	1	5	3	2	3	6	4
1038	  4034.30243	5.4335E-25	3																																				
1039	  4034.37064	6.3775E-25	3																																				
1040	  4034.38888	4.4265E-25	3	  4034.38892	 0.00003	3	 0.00004	  4034.50228	4.3772E-25	  1612.64020	  5647.14250	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	12	9	4	6	177	0	0	0	0	0	0	1	5	13	7	6	3	5
1041	  4034.45477	2.0349E-25	3																																				
1042	  4034.64368	2.7462E-24	3	  4034.64383	 0.00016	6	 0.00015	  4034.71143	2.6780E-24	   798.37220	  4833.08360	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	8	4	3	3	114	0	0	0	0	0	0	0	1	9	5	6	6	3
1043	  4034.68445	3.0105E-23	3	  4034.68447	 0.00001	3	 0.00002	  4034.67878	3.0708E-23	   463.01180	  4497.69060	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	6	5	6	3	83	0	0	0	0	0	0	0	1	7	5	6	6	2
1044	  4034.70612	4.2167E-25	3	  4034.71152	 0.00123	2	 0.00540	  4034.32932	3.1200E-25	  1769.99290	  5804.32220	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	12	2	3	3	199	0	0	0	0	0	0	1	5	13	2	3	6	8
1045	  4034.74563	2.0140E-24	3	  4034.74552	 0.00011	3	-0.00011	  4034.67398	2.2175E-24	  1323.22520	  5357.89920	0401_01_sE'<-0100	1	0	4	0	1	0	1	0	3	6	6	2	3	143	0	1	0	0	0	0	1	5	6	4	3	6	6
1046	  4034.82256	1.8251E-25	3																																				
1047	  4034.86649	1.1266E-24	3	  4034.86775	 0.00003	3	 0.00126	  4034.78710	8.4918E-25	    86.65700	  4121.44410	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	3	1	6	5	18	0	0	0	0	0	0	1	5	3	3	4	2	1
1048	  4034.88111	7.8880E-25	3																																				
1049	  4034.89334	6.1827E-23	3	  4034.89338	 0.00002	2	 0.00004	  4035.00767	6.1677E-23	   166.08740	  4201.09510	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	3	3	5	5	19	0	0	0	0	0	0	1	5	4	3	4	2	1
1050	  4034.90640	1.1108E-24	3	  4034.90594	 0.00046	3	-0.00046	  4034.71200	9.6907E-25	  1500.39190	  5535.10390	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	1	6	2	91	0	0	0	0	0	0	0	1	12	3	5	5	4
1051	  4035.03183	8.2027E-25	3	  4035.03207	 0.00017	4	 0.00024	  4034.91656	9.7506E-25	  1295.18730	  5330.10390	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	10	1	6	3	158	0	0	0	0	0	0	0	1	11	1	6	6	8
1052	  4035.07260	1.4685E-25	3																																				
1053	  4035.15745	7.4055E-25	3	  4035.15678	 0.00039	2	-0.00067	  4034.93221	9.3861E-25	  2183.71810	  6218.65030	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	10	3	4	6	290	0	1	0	0	0	0	0	1	11	4	3	3	14
1054	  4035.19957	1.0804E-24	3	  4035.19876	 0.00051	2	-0.00081	  4035.19472	1.0928E-24	   496.03450	  4531.22920	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	7	4	3	6	90	0	0	0	0	0	0	0	1	7	4	3	3	3
1055	  4035.26619	2.7692E-25	3	  4035.26403	 0.00077	2	-0.00216	  4035.01818	2.4395E-25	  1233.53460	  5268.55280	0011_11_aA2"<-0100	1	0	0	1	1	1	1	1	5	4	0	1	5	63	0	1	0	0	0	0	0	1	5	0	2	2	4
1056	  4035.58815	2.9370E-25	3																																				
1057	  4035.63577	2.6853E-25	3	  4035.63509	 0.00002	7	-0.00068	  4035.67608	3.4096E-25	   282.93760	  4318.61370	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	4	1	6	6	57	0	0	0	0	0	0	0	1	5	2	3	3	3
1058	  4035.68264	3.0629E-25	3	  4035.68074	 0.00046	2	-0.00190	  4035.58889	3.3768E-25	  1518.23630	  5553.82520	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	1	6	3	176	0	0	0	0	0	0	1	5	12	2	3	6	7
1059	  4035.76232	3.5896E-24	3	  4035.76233	 0.00002	3	 0.00001	  4035.63190	3.7630E-24	  1082.98220	  5118.61410	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	3	1	6	6	78	0	1	0	0	0	0	1	5	3	1	6	3	4
1060	  4035.80625	5.1107E-24	3	  4035.80633	 0.00025	4	 0.00008	  4035.85858	5.1708E-24	   907.96190	  4943.82050	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	6	1	3	121	0	0	0	0	0	0	0	1	10	7	6	6	3
1061	  4035.91549	1.9385E-24	3	  4035.91733	 0.00022	4	 0.00184	  4035.83670	1.6729E-24	   679.83520	  4715.67190	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	7	1	6	5	48	0	0	0	0	0	0	1	5	8	3	4	2	2
1062	  4035.92197	2.8167E-23	3	  4035.92177	 0.00032	2	-0.00020	  4036.01610	2.9035E-23	   790.67790	  4826.69400	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	8	3	2	61	0	0	0	0	0	0	0	1	10	9	5	5	1
1063	  4035.93711	4.9720E-25	3																																				
1064	  4036.02894	3.7847E-24	3	  4036.02906	 0.00003	2	 0.00012	  4035.93466	4.1013E-24	  1098.29220	  5134.22690	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	11	6	6	138	0	0	0	0	0	0	1	5	12	11	6	3	1
1065	  4036.16815	3.2936E-25	3																																				
1066	  4036.19776	7.7831E-25	3																																				
1067	  4036.68539	8.2602E-24	3	  4036.68536	 0.00003	3	-0.00003	  4036.54582	8.2046E-24	  1150.80440	  5187.35020	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	4	2	3	3	103	0	1	0	0	0	0	1	5	4	2	3	6	6
1068	  4036.88173	1.6783E-25	3																																				
1069	  4036.89884	5.4754E-25	3																																				
1070	  4036.97006	1.6888E-24	3	  4036.97071	 0.00020	5	 0.00065	  4037.11928	1.8200E-24	  1405.55250	  5442.67180	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	5	6	2	84	0	0	0	0	0	0	1	5	12	6	1	5	3
1071	  4036.97808	8.2686E-24	3	  4036.97801	 0.00007	2	-0.00007	  4036.82743	8.2305E-24	  1544.55860	  5581.38600	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	8	6	2	2	87	0	1	0	0	0	0	1	5	8	6	1	5	4
1072	  4037.00990	2.5259E-24	3	  4037.01023	 0.00006	3	 0.00033	  4036.79693	2.8996E-24	  1636.52300	  5673.31990	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	7	3	5	6	203	0	1	0	0	0	0	0	1	8	2	3	3	11
1073	  4037.06270	3.0629E-25	3																																				
1074	  4037.09737	2.0311E-23	3	  4037.09711	 0.00004	3	-0.00026	  4036.94903	1.9882E-23	  1230.88840	  5267.83740	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	5	3	5	5	57	0	1	0	0	0	0	1	5	5	3	4	2	3
1075	  4037.10576	5.6625E-24	3	  4037.10547	 0.00026	2	-0.00029	  4036.93727	6.8212E-24	  1427.78920	  5464.72650	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	7	5	6	6	168	0	1	0	0	0	0	1	5	7	5	6	3	7
1076	  4037.28125	2.8469E-24	3	  4037.28125	          	1	 0.00000	  4037.05522	2.8629E-24	  2086.03020	  6123.08540	0210_10_sE'<-0100	1	0	2	1	0	1	0	0	3	12	12	2	3	239	0	1	0	0	0	0	0	1	13	13	6	6	10
1077	  4037.40911	8.9359E-24	3	  4037.40940	 0.00025	2	 0.00029	  4037.47149	8.7554E-24	   853.20840	  4890.67980	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	7	6	6	120	0	0	0	0	0	0	0	1	10	8	3	3	2
1078	  4037.41858	1.3678E-24	3																																				
1079	  4037.48926	7.5524E-25	3	  4037.48926	          	1	 0.00000	  4037.49729	5.1423E-25	  1776.66790	  5814.16520	0011_11_aE"<-0100	1	0	0	1	1	1	1	1	6	10	9	5	3	205	0	1	0	0	0	0	0	1	11	11	6	6	9
1080	  4037.58295	3.3776E-25	3	  4037.58411	 0.00007	5	 0.00116	  4037.47797	3.5586E-25	  1305.64200	  5343.12000	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	11	10	3	3	152	0	0	0	0	0	0	1	5	12	8	3	6	3
1081	  4037.60368	6.3424E-24	3	  4037.60310	 0.00039	2	-0.00058	  4037.48363	6.5523E-24	  1323.22520	  5360.70890	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	6	4	3	3	144	0	1	0	0	0	0	1	5	6	4	3	6	6
1082	  4037.67240	1.9783E-24	3	  4037.67243	 0.00002	5	 0.00003	  4037.51702	2.0726E-24	   540.42130	  4577.93830	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	6	0	1	3	88	0	0	0	0	0	0	1	5	7	2	3	6	4
1083	  4037.69039	1.1014E-24	3	  4037.69039	          	1	-0.00000	  4037.49740	8.3676E-25	  1217.86500	  5255.36240	0202_00_aA2"<-0100	1	0	2	0	2	0	0	1	5	4	2	3	6	112	0	1	0	0	0	0	0	1	5	2	3	3	7
1084	  4037.90568	4.2797E-25	3																																				
